canonical_smiles,molecule_chembl_id
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(C#N)cc3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4587814
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)c(OC)c3)cc2)C2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4526421
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)cc3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4580614
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)c(OC)c3)cc2)C2CCN(CCC(C)C)CC2)cc1,CHEMBL4444927
CCCCCc1ccc(C(=O)N(CCN2CCOCC2)Cc2ccc(C(F)(F)F)cc2)cc1,CHEMBL4461109
CCCCCc1ccc(C(=O)N(CCN2CCCCC2)Cc2ccc(C(F)(F)F)cc2)cc1,CHEMBL219895
CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCCC)Cc2ccc(-c3ccc4c(c3)OCO4)cc2)cc1,CHEMBL4515953
CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCCC)Cc2ccc(Nc3ccncc3)cc2)cc1,CHEMBL4460760
CC(C)C[C@H](NC(=O)[C@H](CCl)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O,CHEMBL1098668
CC(C)C[C@H](NC(=O)[C@H](CC#N)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(N)=O,CHEMBL1098669
C#CC[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O,CHEMBL1098670
C#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C,CHEMBL1098671
Cc1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4536433
CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4435264
CCN(CC)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4515188
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)c(F)c2)cc1,CHEMBL4483725
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)c(Cl)c2)cc1,CHEMBL4567098
CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(Oc3ccccc3)cc2)cc1,CHEMBL4453475
CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)nc2)cc1,CHEMBL4475207
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)ccc2c(=O)n1CC1CCC(c2ccccc2)O1,CHEMBL5180448
CCCCCc1ccc(-c2cc(CCC(=O)O)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,CHEMBL4225824
CCCCCc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3c(=O)n(CC4CCC(c5ccccc5)O4)c(N)nc3c2)cc1,CHEMBL5194332
Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)cc(CCC(=O)O)c2c(=O)n1CC1CCCO1,CHEMBL4228072
